TIMESTAMP,DEVICE_ID,USER_ID,RAW_INTENSITY,STEPS,RAW_KIND,HEART_RATE
1618249087,1,1,-1,0,1,-1
1618249088,1,1,-1,0,1,-1
1618249089,1,1,-1,0,1,-1
1618249090,1,1,-1,0,1,-1
1618249091,1,1,-1,0,1,-1
1618249092,1,1,-1,0,1,-1
1618249093,1,1,-1,0,1,-1
1618249095,1,1,-1,0,1,-1
1618249096,1,1,-1,0,1,-1
1618249097,1,1,-1,0,1,-1
1618249098,1,1,-1,0,1,-1
1618249099,1,1,-1,0,1,-1
1618249100,1,1,-1,0,1,-1
1618249101,1,1,-1,0,1,-1
1618249102,1,1,-1,0,1,-1
1618249103,1,1,-1,0,1,-1
1618249104,1,1,-1,0,1,-1
1618249105,1,1,-1,0,1,-1
1618249106,1,1,-1,0,1,-1
1618249107,1,1,-1,0,1,-1
1618249108,1,1,-1,0,1,-1
1618249109,1,1,-1,0,1,-1
1618249110,1,1,-1,0,1,-1
1618249111,1,1,-1,0,1,-1
1618249112,1,1,-1,0,1,-1
1618249113,1,1,-1,0,1,-1
1618249114,1,1,-1,0,1,-1
1618249115,1,1,-1,0,1,-1
1618249116,1,1,-1,0,1,-1
1618249117,1,1,-1,0,1,-1
1618249118,1,1,-1,0,1,-1
1618249119,1,1,-1,0,1,-1
1618249120,1,1,-1,0,1,-1
1618249121,1,1,-1,0,1,-1
1618249122,1,1,-1,0,1,-1
1618249123,1,1,-1,0,1,-1
1618249124,1,1,-1,0,1,-1
1618249125,1,1,-1,0,1,-1
1618249126,1,1,-1,0,1,-1
1618249127,1,1,-1,0,1,-1
1618249140,1,1,-1,0,1,-1
1618249143,1,1,-1,0,1,-1
1618249145,1,1,-1,0,1,-1
1618249146,1,1,-1,0,1,-1
1618249147,1,1,-1,0,1,-1
1618249148,1,1,-1,0,1,-1
1618249149,1,1,-1,0,1,-1
1618249150,1,1,-1,0,1,-1
1618249151,1,1,-1,0,1,-1
1618249152,1,1,-1,0,1,-1
1618249153,1,1,-1,0,1,-1
1618249154,1,1,-1,0,1,-1
1618249155,1,1,-1,0,1,-1
1618249156,1,1,-1,0,1,-1
1618249157,1,1,-1,0,1,-1
1618249158,1,1,-1,0,1,-1
1618249159,1,1,-1,0,1,-1
1618249160,1,1,-1,0,1,-1
1618249161,1,1,-1,0,1,-1
1618249162,1,1,-1,0,1,-1
1618249163,1,1,-1,0,1,-1
1618249164,1,1,-1,0,1,-1
1618249165,1,1,-1,0,1,-1
1618249166,1,1,-1,0,1,-1
1618249167,1,1,-1,0,1,-1
1618249168,1,1,-1,0,1,-1
1618249169,1,1,-1,0,1,-1
1618249170,1,1,-1,0,1,-1
1618249171,1,1,-1,0,1,-1
1618249172,1,1,-1,0,1,-1
1618249173,1,1,-1,0,1,-1
1618249174,1,1,-1,0,1,-1
1618249175,1,1,-1,0,1,-1
1618249176,1,1,-1,0,1,-1
1618249177,1,1,-1,0,1,-1
1618249178,1,1,-1,0,1,-1
1618249179,1,1,-1,0,1,-1
1618249180,1,1,-1,0,1,-1
1618249181,1,1,-1,0,1,-1
1618249182,1,1,-1,0,1,-1
1618249183,1,1,-1,0,1,-1
1618249184,1,1,-1,0,1,-1
1618249185,1,1,-1,0,1,-1
1618249186,1,1,-1,0,1,-1
1618249187,1,1,-1,0,1,-1
1618249188,1,1,-1,0,1,-1
1618249189,1,1,-1,0,1,-1
1618249190,1,1,-1,0,1,-1
1618249191,1,1,-1,0,1,-1
1618249194,1,1,-1,0,1,-1
1618249198,1,1,-1,0,1,-1
1618249204,1,1,-1,0,1,-1
1618249206,1,1,-1,0,1,-1
1618249208,1,1,-1,0,1,-1
1618249209,1,1,-1,0,1,-1
1618249210,1,1,-1,0,1,-1
1618249211,1,1,-1,0,1,-1
1618249212,1,1,-1,0,1,-1
1618249213,1,1,-1,0,1,-1
1618249214,1,1,-1,0,1,-1
1618249215,1,1,-1,0,1,-1
1618249216,1,1,-1,0,1,-1
1618249217,1,1,-1,0,1,-1
1618249218,1,1,-1,0,1,-1
1618249219,1,1,-1,0,1,-1
1618249220,1,1,-1,0,1,-1
1618249221,1,1,-1,0,1,-1
1618249222,1,1,-1,0,1,-1
1618249223,1,1,-1,0,1,-1
1618249224,1,1,-1,0,1,-1
1618249225,1,1,-1,0,1,-1
1618249226,1,1,-1,0,1,-1
1618249227,1,1,-1,0,1,-1
1618249229,1,1,-1,0,1,-1
1618249231,1,1,-1,0,1,-1
1618249237,1,1,-1,0,1,-1
1618249240,1,1,-1,0,1,-1
1618249244,1,1,-1,0,1,-1
1618249246,1,1,-1,0,1,-1
1618249247,1,1,-1,0,1,-1
1618249249,1,1,-1,0,1,-1
1618249256,1,1,-1,0,1,-1
1618249257,1,1,-1,0,1,-1
1618249261,1,1,-1,0,1,-1
1618249262,1,1,-1,0,1,-1
